"일자	",순위,토픽1,토픽2,토픽3,토픽4,토픽5,토픽6,토픽 키워드
2012.1.8,5,정치,테마주,당국,긴급,조치,발동,"과열,정치_테마주_이상과열_실태,특별_조사반_신설,적발,정치_테마주,정치테마,특별,작전,신설,급증,당국,소문,정치_테마주_급증,세력,실태,조사,등락,발동,대응나서,육박,특별_조사반,긴급_조치권,총액,급등락,정치테마_작전세력,긴급,테마주,정치,시가,긴급_조치권_발동,테마,정치_테마,조치,시가총액,이상과열_실태"
2012.1.8,6,이란,우라늄,농축,착수,,,"지하시설,공습,우라늄_농축_착수,착수,지하,시설서,이란,지하시설서,외부,우라늄_농축,농축,시설,우라늄"
2012.1.8,7,통일부,농림,수산,식품부,,,"법제,통일부,법제처,농림,식품부,수산"
2012.1.8,8,서해,해양오염,유출량,전년,대비,증가,"서해_해양오염,서해,오염,대비,증가,해양,전년,유출량_전년,유출량"
2012.1.8,9,봉투,수사중,박희태,국회의장,해외,출국,"국회의장_해외,수사,출국,해외,봉투,국회의장,수사중_박희태,박희태"
2012.1.8,10,대학,시간제,등록,학생,입학정원,제한,"학점,악용,등록생_정원,시간제_등록생,대학,등록_학생,대학_시간제,제한,정원,등록,시간제등록생,시간제,장사,학생,대학_시간제_등록생,등록생,시간제_등록,입학,학점장사,입학정원,대학_시간제_등록_학생"
2012.1.9,1,돈,봉투,의혹,박희태,조사,초읽기,"박희태_조사,돈_봉투_의혹,봉투,초읽기,최고위,민주통합당,소집,통합당,박희태_조사_초읽기,최고위_소집,긴급,조사,의혹,박희태,민주"
2012.1.9,2,박희태,국회,의장,사퇴,,,"사퇴,국회,즉각_국회의장직,즉각_사퇴,일각,의장,결단,원혜영,즉각,박희태"
2012.1.9,3,폭력,학교,학교폭력,학생,,,"학교,대책,학생,안세우,학교폭력_대책,폭력,학생들,학교폭력"
2012.1.9,4,정상,상회,회담,위기,,,"증시_골칫거리,수장,대응,유로존_실업률,상승,그리스,위기감,유도,증시_골칫거리_유로존,정상,중국,으름장,골칫거리,주요국_정상회담,환율,기획,사흘,환자,실업률,백수,국면,유로존_위기_대응,실업,고난,역설,유로존_환자,유로존_경기,통합,유로존_경기_불안,장정,증시,코스피,캐머런,유로존_재정통합,신년,재정,전락,위기,불안,나흘째_하락,사흘째_상승,토빈,나흘,하락,달성,유로존,회담,연속,남유럽,주요국,청년,유로존_위기감,환율_사흘연속_상승,유로존_위기,운명,균형,상회,토빈세,유로존_재정위기,예고,경기,환율_사흘연속"
2012.1.9,5,돈봉투,관련자들,고해성사,정치,나라,,"성사,체결_유일국가,절차,국가,봉투,유일,고해성사,돈봉투_관련자들,정치,관련자,체결,나라,고해"
2012.1.9,6,대통령,중국,국빈,방문,출국,,"회장,한국_방문,방문,대통령_경제사절단_참여,이기원_시장,전통,지역,총리,시장,대통령_경제사절단,경북도_방문,서규용_농림부_장관,후보,한국_방문_환영,중국,중국_국빈방문,당부,한국,한명숙,계룡대_방문,후보캠프_방문_예정,논산경찰서,전통시장_방문해,사절단,국빈,예정,김화순,대통령_오늘_중국_국빈방문,후보캠프_방문,김화순_논산경찰서장,참여,장관,출국,서규용,환영,정몽구,중국_방문,방문해,이기원,계룡,현장,현안,국빈_방문,캠프_방문,해결,현장방문,대통령,송시장_시장_전통시장_방문해,송시장,농림부,정몽구_회장,서규용_농림부,경북도,캠프,송시장_시장,지역현안_해결,경제,계룡대,경북"
2012.1.9,7,사람,박희태,현직,국회의장,소환,가능,"대학,가능,예측,분기,내역_은행서,수도,상조,살균제,가습기,현직_국회의장,내역,요소,식약청,식약청_허가,사람,현직,등록,판매_가능,현직_국회의장_소환_가능,선발,붕괴,물증,비수도,소환,확인,취업_가능,장관,예치,외국인_근로자,근로자,정원,상조_예치,확인_가능,시간제,소환_가능,국회의장_소환,은행,은행서,국회의장,박희태,판매가능,외국인,붕괴_가능성,시간제_등록생,허가,수입,제조,국무,가습기살균제_제조,요소들,가습기살균제,키신저,수도권,판매,선발_가능,국회의장_소환_가능,취업,흑전"
2012.1.9,8,서울,교육,서울시의회,학생,인권,조례,"장관,부교육감,재의,교육,논란,조례,서울시의회_교육위,이주호,서울,서울학생인권조례,서울시,의결,해임,철회,해임권고안_의결,학생,교육위,야권,권고,교육감,인권,이주호_장관,서울시의회"
2012.1.9,9,당국,정치인,테마,테마주,일제히,급락,"일제히,북한,정치인_테마,당국_감독_강화,가장,강화,작전,당국_감독,당국,손바뀜,괴담,시장,괴담_작전세력,철퇴,세력,감독,테마주,정치인,일제히_급락,테마,작전세력"
2012.1.9,10,박희태,고승덕,검찰서,진술,,,"고승덕,진술,검찰서,박희태"
2012.1.10,1,학생,교사,학교,폭력,,,"또래_친구,동급생_상습,여중생_성폭행,부담,적반하장,부산,폭행,지역,알린다,학교,또래_중학생_집단폭행,수사,횡성,전학,의혹,상습,제일_부담,인천,우리_문화_알린다,중국,동급,피해학생,부산경찰,우리_문화,상습폭행,여중생_성폭행_의혹,집단폭행,청주지역_중학배정,배정,중학생,분풀이_폭행,폭력,중학배정,여중,성폭행,폭행_인천,피해,교사,학생_생활지도,제일,중학생_구속,경찰,논란,원칙,갈취,충격,또래_중학생,생활지도,집단,또래,부모,초,청주,학생,문화,조사,또래_친구_상습폭행,중학,피해학생_부모,분풀이,가장,지도,횡성_중학생,입건,친구,학교폭력,여중생,구속,우리,생활,동급생,후배,작위,훈계,항의,경찰_조사"
2012.1.10,2,금융,위기,환율,영향,경제,기업,"엔진공장_조업,환율_하락_전망,산업,차질,전망,뉴타운,동반,분기,삼성전기,신용,보수_금융위기후,협상_개시,하회,소비,이익,부회장_전망,경제성장률,전망_현대차,중소기업_신입_채용_전망,선호도,삼성엔지니어링,일단_협상_개시,업종,영향,최대_실적,우려감_증폭,속도,최지성,어닝,보수_금융위기후_최저_전망,개시_전망,한중,채용,증권,습지,하락,일단,선호,하회_전망,종목,생산,수출,밤섬,단지,금융,개선,中_경착륙_우려감_증폭,수주,엔진,삼성전자,동반강세,조업,장밋빛,현대차,투자,환율_하락,실적_전망,전자,영업이익,최저,최저_전망,람사르_습지,관심,채용_전망,최대,속도조절,일단_협상,성장,중국,개시,중단_생산차질,환율,도이치뱅크,보수,월가,기업,울산,최지성_삼성전자_부회장_전망,증가,어닝_서프라이즈_종목,중소기업_신입,현대차_울산,위기,美_소비신용_개선_영향,조절,서프라이즈,지정,중단,우려감,이익전망,국가산업단지_생산,구조,실적,증폭,달성,중소기업,강세,어닝_서프라이즈,국가,투명,급감,기후,부회장,삼성전기_장밋빛,삼성전기_장밋빛_실적_전망,정부,여의,조정,개선_영향,신입,람사르,영업,뉴타운_구조조정,경착륙,증가_전망,협상,경제,공장,매출,최지성_삼성전자"
2012.1.10,3,서울,건축,아파트,가구,분양,,"건축_아파트,가구,서울,건축,분양,아파트"
2012.1.10,4,성수품,집중,관리,설,민생안정,대책,"성수품목_가격_안정화,민생,집중,가격,정부,농축수산물,성수품목,대책,물가,관리,대구시,안정,성수품_집중,집중관리,안정화,성수품목_가격,명절,집중_관리,성수품,설_민생안정_대책"
2012.1.10,5,일본대사관,화염병,유,씨,구속,,"사관,주한,구속,화염병,일본대사관,일본대사관_화염병,중국인_구속,대사관,중국인,유_씨_구속,주한일본대사관,일본"
2012.1.10,6,북미,미국,국제,오토쇼,,,"해협,호르무즈_해협,국제전화용,호르무즈,유가,쪽지,국제전화,전화,파고,북미,정부,국제유가,미국,국제,오토쇼,쪽지뉴스,긴장,출시"
2012.1.10,7,안양옥,회장,학생,인권,조례,,"비결,케이파워텍_대표,회장,박스,케이파워텍,새터민_인터뷰,안양옥_교총회장_인터뷰,케이파워텍_대표_인터뷰,광덕고,광주_광산구_월곡동성당,학생,광주_광산구,새터민,김상,광주,憲訴,안양옥_교총회장,인터뷰_박스,학생인권조례_내달_憲訴,조례,임성주,교총회장,재기,광산구,소통,신뢰,안양옥,월곡동성당,내달,대표,인권,인터뷰,학생인권조례_내달,기업"
2012.1.10,8,북한,일본,김정일,사망,비밀,접촉,"납치,비밀_접촉,북한,김정일,김정일_사망,비밀,비밀접촉,접촉,김정일_사후,사망,사후,일본,日人"
2012.1.10,9,고승덕,기자회견,쇼핑백,봉투,잔뜩,,"고승덕,봉투,잔뜩,기자회견,회견,쇼핑백,봉투_잔뜩,고승덕_기자회견"
2012.1.10,10,생계,사범,특별,사면,,,"민생,생계형_민생사범,특사,생계형_민생사범_설_특별사면,사범,특별,사면,생계,민생사범"
2012.1.11,1,돈,봉투,파문,한나라,,,"파워,적발,손관,우성교역_대표_외,이관훈,선임,김재원_발언,브리핑,세영상사,돈_봉투_파문,재생,신임_대표,파문,與野,우성교역_대표,무더기,대한통운,김흥광,수당,최진민_대표,본부,에어백,봉투,사람,각자대표,대한통운_각자대표,임대업체_대표_기소,음식물,기소,신임_대표이사,대변_국민대표,대표,직원들_격려,비리,직원들,통합,김두병,선관위,인증,올라,김재원,대한통운_각자대표_이현우,부음,계층,신규_선임,대책,한나라_비상대책위원회,무더기_적발,이관훈_대표,한화손보,전수,한화손보_前_대표,손관수_부사장,황학주,임대,수씨,금감원,임직원,대표이사,파장,생산,지식인연대,재생업체,비례대표,각자,별세,선관위_위탁,교역,이주,손관수,신규,얘기,추진,우성교역,탈북자,클린텍,학교,돈_공천_얘기,공천,도시,손관수_부사장_外,학교_폭력,실태,업체,정상,직원,격려,기명,지엘에스,작동,구미_생산본부,재생업체_대표,여성,포기,넥스원,영입,신청_포기,전화,최진민,위원회,손관수씨,비상,파워씽씽,與野_대표경선,경제_브리핑,이효구,대표전화,비례,폭력,발언,우성,처리기,대구방송,얼룩,한나라,신청,국가대표_음식물,부사장,학교_폭력_대표전화,세영상사_대표_별세_外,최진민_대표_신규_선임,경선,정부인증,국민,임대업체_대표,조사,위탁,이효구_대표,국가,징계,세영상사_대표,철도,임직원들,정부,손관수_선임,이현우,이관훈씨,신임,상가,정상_작동,경제,전수_실태조사,소외계층,구미,대한통운_이현우,대변,이주여성,소외"
2012.1.11,2,봉투,살포,의혹,박희태,비서,,"수사_급물살,비서_검찰_출두,출두,고명진,봉투,급물살,살포,윗선,돈봉투_살포의혹,고씨_검찰,추궁,돈봉투_전달,타나,수사,수사_급물살_타나,비서,비서_검찰,검찰,의혹,검찰_출두,살포의혹,전달,박희태,고씨_검찰_출두,출처"
2012.1.11,3,박희태,의장,압수수색,소환,,,"직대,고소전,한기총_선관위원장,김석동,김석동_금융위원장께,주민,효자,전대,군산_조남종,지역,활동_서울,활동,원외,김동수_공정위원장,자택,선관,위원,군산,일문일답,자치,세무사_평화민주당,부위원장,당협위원장_자택,위촉,수색,캠프서,소환,김동수,의장,당협위원장_소환,이광선,반쪽투표,합의안,한나라,평화민주당,목사,서울,박희태_캠프서,압수,압수수색,장께,주민자치위원장,이광선_목사,이취임,중단,한기총,조남종,박희태_의장쪽_당협위원장_소환,위원장,박희태_의장쪽,전북,박희태,공정위,공정,당협,전주,세무사,전북지역위원장_직대,발전,금융,합의,반쪽,서울지역,한나라_전대,김동수_공정위원장_일문일답,투표,원외_당협위원장,고소전_중단,강기술"
2012.1.11,4,인터플렉스,지난,분기,실적,사상,최대,"사상_최대_실적,코텍,코스닥,카지노_산업_회복,지난,산업,회복,카지노,생생코스닥,분기,최대_실적,인터플렉스,최대,생생,사상_최대,실적,사상,발행액,카지노_산업"
2012.1.11,5,원희룡,대선,후보,경선,돈선거,예외,"돈선거,선거,대선,예외,경선때,후보,경선,홍준표,홍준,주장,원희룡,돈선거_예외,자유"
2012.1.11,6,정치,테마,테마주,거래,검토,금융당국,"팔자,강경_대응,일제_급락,거래,거래중지_신속화,정지,대응,당국,검토,신속화_검토,일제,정치테,보합,보합권,안철수,하락_전환,하락,결국_급락세,기관,거래중지_신속화_검토,외국인,급락,코스닥,공시,신속,거래정지,전환,중지,금융,금융당국,정치인_테마주,급락속_하락,강경,결국,테마주,정치,급락세,정치인,테마,정치_테마,태창파로스"
2012.1.11,7,미국,공화당,뉴햄프셔,경선,롬니,압도적,"미국,미국_공화당,공화당,뉴햄프셔,경선,롬니_압도적,뉴햄프셔_경선,롬니,압도"
2012.1.11,8,맞이,선물,세트,행사,진행,,"이벤트,진행,하이패스_단말기_할인행사,선물세트,응시료,카드구매시_최대,여성_한방첩약,휴게소,홈플러스,선물세트_최고,전통,자동차세,카드사_설_마케팅_경쟁,행사,시행,카드사,할인이벤트_스타트,시장,한우,매경,최대,장병,단말기,설맞이,군장병,농협,설맞이_한우,미리내,이용,최고,방향,경쟁,여성,자녀,패스,영등,명품관,맞이,출산,첩약,할인_행사,크록스,명품,출산_여성,하이,마케팅_경쟁,전통시장,자녀_출산,영등포구,카드,반값,구매,선물,하이패스_단말기,세트,포구,미리,스타트,할인_응시료,자동차세_미리내,역귀성객,한방첩약,구매시,마케팅,할인,할인행사,강릉,한방,역귀"
